school_id,school_name,city,district,academic_year,grade,gender,enrolled_students,avg_exam_score,pass_percentage,attendance_rate,learning_growth_index
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,1,Male,45.0,108.5,28.9,63.9,-0.18
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,1,Female,147.0,67.5,69.0,,0.17
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,1,M,54.0,,9.6,93.8,0.45
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,1,F,113.0,106.6,25.4,103.1,-0.0
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,1,male,87.0,,42.7,104.4,0.28
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,2,Male,103.0,84.4,40.6,64.2,0.53
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,2,Female,144.0,106.8,66.4,99.1,0.43
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,2,M,59.0,49.2,45.9,81.9,0.28
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,2,F,120.0,69.0,80.2,83.5,0.89
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,2,male,113.0,105.7,91.3,81.4,0.8
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,3,Male,96.0,65.0,42.0,92.8,0.86
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,3,Female,,54.9,39.4,68.4,0.61
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,3,M,65.0,80.2,81.0,61.5,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,3,F,21.0,,16.7,92.4,0.04
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,3,male,47.0,51.5,26.0,62.0,0.31
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,4,Male,64.0,88.8,9.8,,1.19
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,4,Female,127.0,63.8,6.8,75.8,1.08
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2020,4,M,125.0,103.7,69.0,76.2,0.05
