school_id,school_name,city,district,academic_year,grade,gender,enrolled_students,avg_exam_score,pass_percentage,attendance_rate,learning_growth_index
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,1,Male,147.0,91.4,78.8,76.3,1.14
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,1,Female,48.0,62.2,2.5,69.4,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,1,M,69.0,42.6,97.9,92.9,0.53
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,1,F,138.0,81.8,46.6,92.9,0.14
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,1,male,152.0,61.6,88.1,103.4,0.43
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,2,Male,77.0,65.5,99.7,97.4,0.82
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,2,Female,55.0,57.9,24.8,72.8,0.53
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,2,M,64.0,,93.7,88.6,0.26
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,2,F,153.0,108.8,55.6,86.2,0.13
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,2,male,47.0,59.2,91.3,97.5,-0.13
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,3,Male,138.0,68.6,17.4,73.1,0.17
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,3,Female,138.0,53.5,41.4,98.8,0.94
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,3,M,80.0,74.7,10.1,75.7,0.16
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,3,F,47.0,96.2,,92.8,0.16
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,3,male,100.0,94.2,64.0,75.1,0.34
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,4,Male,47.0,90.9,42.2,100.5,0.11
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,4,Female,37.0,85.2,88.0,64.5,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,4,M,62.0,54.7,49.8,68.1,0.85
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,4,F,179.0,89.8,63.6,81.7,1.08
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,4,male,162.0,61.3,47.1,92.9,1.15
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,5,Male,45.0,101.9,30.6,68.8,0.56
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,5,Female,60.0,100.5,52.7,81.6,-0.09
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,5,M,52.0,,8.8,61.2,0.34
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,5,F,31.0,,100.6,73.4,0.33
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,5,male,134.0,,77.4,66.6,0.14
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,6,Male,35.0,77.6,23.5,84.0,1.12
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,6,Female,57.0,,82.3,,1.0
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,6,M,143.0,61.1,34.7,94.9,0.53
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,6,F,78.0,44.4,49.4,63.5,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,6,male,117.0,61.9,104.1,89.7,-0.15
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,7,Male,27.0,83.3,28.7,65.9,0.43
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2024,7,Female,81.0,96.4,85.0,63.6,0.08
