school_id,school_name,city,district,academic_year,grade,gender,enrolled_students,avg_exam_score,pass_percentage,attendance_rate,learning_growth_index
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,1,Male,113.0,,2.1,69.3,1.03
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,1,Female,45.0,98.9,67.0,71.9,1.06
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,1,M,110.0,54.5,44.1,73.2,-0.09
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,1,F,153.0,,48.1,104.7,0.42
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,1,male,101.0,102.5,37.1,86.7,0.08
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,2,Male,152.0,101.0,,103.4,-0.1
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,2,Female,,94.2,48.2,98.7,-0.06
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,2,M,135.0,63.8,62.0,102.2,-0.17
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,2,F,41.0,93.1,30.5,102.7,0.0
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,2,male,86.0,62.3,40.8,82.5,1.18
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,3,Male,65.0,,17.6,99.1,0.66
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,3,Female,72.0,90.0,17.8,93.3,1.14
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,3,M,76.0,,42.6,67.4,1.02
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,3,F,97.0,85.5,30.7,,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,3,male,97.0,90.5,31.8,81.8,-0.17
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,4,Male,,105.8,88.6,90.0,0.34
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,4,Female,78.0,68.1,-4.3,61.6,0.22
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,4,M,80.0,53.5,90.2,68.5,0.58
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,4,F,67.0,40.5,72.8,72.4,-0.16
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,4,male,128.0,46.8,48.2,60.1,0.89
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,5,Male,119.0,103.0,71.7,63.6,-0.09
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,5,Female,135.0,67.5,72.1,74.6,0.38
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,5,M,,81.3,2.8,,-0.02
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,5,F,65.0,81.7,9.9,64.2,0.65
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,5,male,75.0,78.0,15.9,84.8,0.74
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,6,Male,,42.4,42.3,90.0,1.01
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,6,Female,60.0,94.1,97.0,60.4,0.19
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,6,M,57.0,,50.8,,0.2
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,6,F,,58.1,4.5,68.8,1.07
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,6,male,38.0,102.3,68.7,81.8,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,7,Male,82.0,73.3,25.4,88.9,0.01
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,7,Female,165.0,,,91.8,0.68
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,7,M,160.0,49.3,57.0,77.4,-0.19
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,7,F,152.0,52.1,80.7,64.3,0.03
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,7,male,,58.2,46.8,69.6,0.2
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,8,Male,160.0,77.6,102.3,84.6,0.57
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,8,Female,41.0,78.2,66.3,68.2,1.19
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,8,M,26.0,48.7,104.8,62.9,0.78
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,8,F,76.0,44.8,98.3,85.7,0.7
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,8,male,24.0,77.6,,99.8,1.07
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,9,Male,122.0,96.1,16.9,,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,9,Female,,64.5,28.3,91.5,-0.14
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,9,M,72.0,97.2,,,-0.02
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,9,F,27.0,67.8,19.5,60.8,0.44
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,9,male,,72.1,61.4,100.1,-0.02
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,10,Male,30.0,82.7,76.4,77.4,0.67
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,10,Female,52.0,98.5,44.9,73.0,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,10,M,102.0,102.3,36.1,,0.52
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,10,F,84.0,99.2,69.7,94.3,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,10,male,33.0,50.1,59.3,79.2,0.34
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,11,Male,27.0,68.1,72.8,99.7,0.97
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,11,Female,,61.1,,,0.25
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,11,M,33.0,54.9,62.5,73.7,0.64
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,11,F,133.0,53.9,5.7,65.7,0.63
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,11,male,64.0,94.4,,67.8,0.67
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,12,Male,52.0,56.5,91.5,65.5,0.83
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,12,Female,171.0,99.2,69.8,60.6,0.79
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,12,M,67.0,65.0,91.6,74.9,0.45
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,12,F,,,14.9,82.8,-0.04
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2022,12,male,53.0,98.8,57.9,86.4,0.88
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,1,Male,,83.4,97.3,67.5,0.52
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,1,Female,111.0,88.2,5.4,103.3,0.18
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,1,M,,56.3,94.8,77.5,0.62
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,1,F,101.0,55.9,73.7,83.4,0.39
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,1,male,58.0,54.2,59.7,70.2,0.41
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,2,Male,132.0,50.8,20.3,63.0,0.75
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,2,Female,157.0,87.8,10.2,82.8,1.08
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,2,M,66.0,58.5,66.6,78.4,1.13
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,2,F,48.0,71.5,4.3,82.9,0.19
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,2,male,34.0,77.1,14.5,82.6,0.02
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,3,Male,31.0,,60.2,77.3,0.55
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,3,Female,110.0,83.8,,83.8,1.0
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,3,M,148.0,,7.9,74.4,0.56
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,3,F,53.0,46.3,14.5,103.1,0.42
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,3,male,59.0,61.6,85.7,,1.2
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,4,Male,77.0,98.3,83.6,96.7,0.02
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,4,Female,,47.8,45.0,74.2,0.11
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,4,M,32.0,52.2,70.9,,0.42
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,4,F,20.0,85.5,11.2,67.0,1.08
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,4,male,50.0,70.6,,70.8,
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,5,Male,59.0,78.9,95.3,95.1,
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,5,Female,121.0,52.4,68.5,84.3,0.03
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,5,M,,109.1,84.1,103.1,0.53
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,5,F,168.0,43.1,61.0,94.6,
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,5,male,60.0,50.2,57.7,82.9,0.33
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,6,Male,178.0,82.4,88.6,75.0,0.36
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,6,Female,110.0,56.2,,89.1,
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,6,M,90.0,,,62.5,
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,6,F,168.0,60.3,69.7,76.0,0.11
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,6,male,72.0,94.3,72.3,98.5,0.24
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,7,Male,95.0,97.3,72.3,64.9,0.36
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,7,Female,37.0,,-1.1,69.0,-0.09
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,7,M,177.0,,,90.6,0.27
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,7,F,114.0,43.3,59.9,,-0.19
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,7,male,105.0,63.6,30.5,92.7,0.43
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,8,Male,142.0,96.1,25.0,76.2,0.36
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,8,Female,102.0,82.7,34.6,100.7,0.67
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,8,M,143.0,79.6,101.7,81.4,0.29
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,8,F,166.0,,72.6,102.1,0.51
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,8,male,91.0,92.0,37.5,104.7,-0.12
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,9,Male,103.0,62.4,41.0,62.7,0.9
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,9,Female,158.0,48.7,,93.7,0.04
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,9,M,176.0,90.5,51.3,102.0,
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,9,F,156.0,109.4,8.6,85.5,0.34
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,9,male,53.0,77.2,95.6,80.1,0.48
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,10,Male,124.0,,35.8,76.9,1.08
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,10,Female,162.0,70.4,68.6,68.4,1.1
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,10,M,46.0,47.2,52.0,100.6,0.78
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,10,F,43.0,83.5,-4.4,69.2,0.67
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,10,male,134.0,70.3,84.9,69.1,1.12
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,11,Male,53.0,62.7,76.4,70.2,0.16
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,11,Female,128.0,,5.3,71.8,-0.07
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,11,M,164.0,89.1,41.8,,0.25
IND_SCH_0002,Govt High School Devanahalli,Devanahalli,Bangalore Rural,2022,11,F,100.0,88.2,25.7,98.4,0.68
