school_id,school_name,city,district,academic_year,grade,gender,enrolled_students,avg_exam_score,pass_percentage,attendance_rate,learning_growth_index
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,1,Male,168.0,62.0,100.5,62.3,0.41
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,1,Female,165.0,80.5,62.1,99.0,
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,1,M,93.0,45.9,,60.0,-0.14
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,1,F,86.0,93.4,25.8,66.5,0.12
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,1,male,142.0,85.2,75.7,78.6,0.16
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,2,Male,140.0,44.4,97.6,71.4,0.96
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,2,Female,49.0,,80.7,65.9,0.29
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,2,M,103.0,57.3,71.7,66.9,0.6
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,2,F,105.0,101.5,31.5,77.3,0.44
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,2,male,122.0,42.4,,98.2,0.53
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,3,Male,150.0,79.2,64.3,95.3,1.09
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,3,Female,51.0,63.7,90.4,84.8,0.94
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,3,M,49.0,84.4,37.5,,0.21
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,3,F,33.0,,21.4,63.6,0.72
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,3,male,95.0,76.6,-4.9,94.6,-0.04
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,4,Male,146.0,81.7,82.6,96.3,0.26
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,4,Female,109.0,94.9,86.9,88.5,-0.11
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,4,M,107.0,51.0,58.4,95.8,0.61
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,4,F,55.0,68.5,36.8,86.2,0.13
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,4,male,111.0,94.6,13.5,96.9,0.8
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,5,Male,178.0,101.7,72.0,,0.32
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,5,Female,59.0,60.9,48.4,86.0,-0.12
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,5,M,154.0,75.7,72.2,,0.23
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,5,F,90.0,,,96.8,0.98
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,5,male,168.0,78.1,40.2,100.6,0.76
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,6,Male,156.0,98.7,,,0.96
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,6,Female,136.0,76.2,20.3,61.3,0.13
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,6,M,154.0,85.6,,86.2,0.32
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,6,F,99.0,79.9,,72.3,-0.04
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,6,male,100.0,54.9,63.9,80.4,0.93
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,7,Male,22.0,81.8,95.9,85.4,0.29
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,7,Female,,84.0,93.6,88.0,-0.12
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,7,M,42.0,97.0,43.2,84.6,0.2
IND_SCH_0001,Zilla Parishad School Bengaluru,Bengaluru,Bangalore Urban,2021,7,F,24.0,,18.7,94.5,-0.08
